participantId,is_ai_opponent,is_personalized,treatmentType,perceivedOpponent,topic,side,topicPrior,agreementPreTreatment,agreementPostTreatment,sideAgreementPreTreatment,sideAgreementPostTreatment,opinion_change,abs_opinion_change,side_change,wc_initial,wc_all,ttr,gender,is_male,age,ethnicity,edu_num,education,employmentStatus,politicalAffiliation
SAL_0401,1,0,Human-AI,ai,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Con,3,1,1,1,1,0,0,0,80,146,0.6232876712328768,female,0.0,45-54,white,4,bachelor,employed-wages,republican
SAL_0402,0,0,Human-Human,ai,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,2,3,3,3,3,0,0,0,100,256,0.6015625,female,0.0,25-34,white,4,bachelor,unemployed,democrat
SAL_0403,0,0,Human-Human,ai,Is Space Exploration a Worthwhile Investment for Humanity?,Con,1,3,3,3,3,0,0,0,131,299,0.4983277591973244,male,1.0,35-44,white,4,bachelor,employed-wages,independent
SAL_0404,0,0,Human-Human,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Pro,3,4,4,2,2,0,0,0,66,143,0.7482517482517482,male,1.0,65+,white,4,bachelor,self-employed,independent
SAL_0405,0,0,Human-Human,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Con,2,1,1,1,1,0,0,0,107,208,0.5817307692307693,male,1.0,25-34,mixed,4,bachelor,self-employed,independent
SAL_0406,1,1,"Human-AI, personalized",human,Should Felons Regain the Right to Vote?,Pro,4,5,4,1,2,-1,1,1,117,259,0.5752895752895753,female,0.0,45-54,white,5,master,employed-wages,democrat
SAL_0407,0,0,Human-Human,ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Pro,5,1,1,5,5,0,0,0,90,308,0.4448051948051948,male,1.0,35-44,white,4,bachelor,employed-wages,democrat
SAL_0408,0,0,Human-Human,human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,3,1,1,1,1,0,0,0,129,329,0.48024316109422494,female,0.0,45-54,white,4,bachelor,retired,independent
SAL_0409,1,1,"Human-AI, personalized",ai,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Pro,4,5,3,1,3,-2,2,2,69,155,0.7032258064516129,male,1.0,45-54,black,5,master,employed-wages,republican
SAL_0410,1,1,"Human-AI, personalized",ai,Should Every Citizen Receive a Basic Income from the Government?,Con,4,5,5,5,5,0,0,0,126,290,0.5655172413793104,female,0.0,45-54,black,2,high-school,unemployed,democrat
SAL_0411,0,0,Human-Human,ai,Should there be Mandatory Quotas for Women in Leadership Positions?,Pro,1,1,5,5,1,4,4,-4,29,189,0.5555555555555556,female,0.0,25-34,white,2,high-school,self-employed,democrat
SAL_0412,0,0,Human-Human,human,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,2,1,1,1,1,0,0,0,53,169,0.514792899408284,male,1.0,35-44,white,3,vocational,employed-wages,democrat
SAL_0413,1,1,"Human-AI, personalized",ai,Is Arts Education as Important as Science and Math in Schools?,Pro,2,3,5,3,1,2,2,-2,35,143,0.7412587412587412,male,1.0,18-24,latino,4,bachelor,student,republican
SAL_0414,1,0,Human-AI,ai,Should Every Citizen Receive a Basic Income from the Government?,Con,3,5,5,5,5,0,0,0,101,211,0.6113744075829384,female,0.0,25-34,white,5,master,employed-wages,democrat
SAL_0415,1,0,Human-AI,ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Pro,3,4,4,2,2,0,0,0,164,323,0.5851393188854489,male,1.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0416,1,1,"Human-AI, personalized",ai,Is Arts Education as Important as Science and Math in Schools?,Pro,3,3,3,3,3,0,0,0,74,197,0.5939086294416244,female,0.0,35-44,mixed,4,bachelor,unemployed,other
SAL_0417,0,0,Human-Human,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Pro,3,2,2,4,4,0,0,0,108,321,0.4984423676012461,male,1.0,45-54,white,4,bachelor,employed-wages,democrat
SAL_0418,0,0,Human-Human,human,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Con,4,1,1,1,1,0,0,0,36,128,0.7109375,male,1.0,45-54,white,2,high-school,self-employed,independent
SAL_0419,1,0,Human-AI,ai,Should the US Have Mandatory National Service?,Con,3,2,1,2,1,-1,1,-1,103,229,0.5807860262008734,female,0.0,25-34,white,5,master,employed-wages,democrat
SAL_0420,1,0,Human-AI,human,Are Social Media Making People Stupid?,Pro,5,4,5,2,1,1,1,-1,138,331,0.5830815709969789,female,0.0,25-34,mixed,4,bachelor,employed-wages,independent
SAL_0421,1,1,"Human-AI, personalized",human,Should the US Keep Using the Electoral College in Presidential Elections?,Pro,1,1,1,5,5,0,0,0,42,105,0.6952380952380952,male,1.0,45-54,white,3,vocational,self-employed,other
SAL_0422,1,1,"Human-AI, personalized",ai,Should Felons Regain the Right to Vote?,Con,3,4,4,4,4,0,0,0,51,104,0.7211538461538461,other,0.0,25-34,mixed,4,bachelor,employed-wages,independent
SAL_0423,0,0,Human-Human,human,Should Abortion Be Legal?,Pro,5,4,5,2,1,1,1,-1,118,249,0.606425702811245,female,0.0,25-34,white,4,bachelor,employed-wages,independent
SAL_0424,0,0,Human-Human,human,Should Abortion Be Legal?,Con,4,4,4,4,4,0,0,0,134,282,0.5851063829787234,female,0.0,25-34,white,2,high-school,employed-wages,independent
SAL_0425,0,0,Human-Human,human,Should Animals Be Used For Scientific Research?,Pro,2,4,4,2,2,0,0,0,97,238,0.6470588235294118,male,1.0,35-44,white,5,master,employed-wages,republican
SAL_0426,0,0,Human-Human,ai,Should Animals Be Used For Scientific Research?,Con,2,3,4,3,4,1,1,1,61,172,0.6511627906976745,male,1.0,35-44,white,5,master,employed-wages,republican
SAL_0427,1,0,Human-AI,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,3,2,1,2,1,-1,1,-1,34,102,0.7156862745098039,female,0.0,55-64,white,3,vocational,self-employed,independent
SAL_0428,1,1,"Human-AI, personalized",ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,3,4,4,2,2,0,0,0,58,151,0.6225165562913907,male,1.0,55-64,white,5,master,other,other
SAL_0429,0,0,Human-Human,ai,Should Animals Be Used For Scientific Research?,Pro,2,4,3,2,3,-1,1,1,105,276,0.5652173913043478,female,0.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0430,0,0,Human-Human,ai,Should Animals Be Used For Scientific Research?,Con,2,4,2,4,2,-2,2,-2,27,135,0.6370370370370371,female,0.0,45-54,white,2,high-school,employed-wages,democrat
SAL_0431,1,1,"Human-AI, personalized",ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Con,3,5,4,5,4,-1,1,-1,118,292,0.4897260273972603,female,0.0,18-24,mixed,4,bachelor,student,democrat
SAL_0432,1,0,Human-AI,human,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,3,2,2,4,4,0,0,0,93,212,0.6556603773584906,male,1.0,25-34,white,2,high-school,employed-wages,democrat
SAL_0433,1,0,Human-AI,human,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,4,3,1,3,1,-2,2,-2,82,278,0.5431654676258992,male,1.0,25-34,mixed,6,phd,employed-wages,democrat
SAL_0434,1,1,"Human-AI, personalized",human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,3,4,3,4,3,-1,1,-1,45,143,0.48951048951048953,female,0.0,35-44,white,2,high-school,unemployed,democrat
SAL_0435,1,1,"Human-AI, personalized",human,Is Artificial Intelligence Good for Society?,Pro,4,4,4,2,2,0,0,0,143,330,0.5848484848484848,male,1.0,25-34,white,5,master,student,democrat
SAL_0436,0,0,Human-Human,human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Pro,3,3,3,3,3,0,0,0,163,362,0.580110497237569,male,1.0,25-34,white,5,master,employed-wages,republican
SAL_0437,0,0,Human-Human,human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,2,3,4,3,4,1,1,1,110,272,0.5661764705882353,male,1.0,35-44,white,5,master,employed-wages,republican
SAL_0438,1,0,Human-AI,ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Con,3,1,1,1,1,0,0,0,78,218,0.5779816513761468,male,1.0,25-34,asian,4,bachelor,unemployed,other
SAL_0439,1,1,"Human-AI, personalized",ai,Should the Death Penalty Be Legal?,Con,3,3,3,3,3,0,0,0,52,122,0.6147540983606558,male,1.0,18-24,white,1,no-degree,student,independent
SAL_0440,0,0,Human-Human,human,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,4,4,4,2,2,0,0,0,105,233,0.5665236051502146,female,0.0,18-24,asian,2,high-school,student,democrat
SAL_0441,0,0,Human-Human,human,Is Space Exploration a Worthwhile Investment for Humanity?,Con,3,5,3,5,3,-2,2,-2,84,236,0.5466101694915254,female,0.0,35-44,white,5,master,employed-wages,democrat
SAL_0442,1,0,Human-AI,ai,Should Governments Have the Right to Censor the Internet?,Con,2,3,4,3,4,1,1,1,39,89,0.6629213483146067,female,0.0,55-64,black,5,master,other,independent
SAL_0443,1,0,Human-AI,ai,Should the Rich Pay More Taxes?,Pro,3,5,5,1,1,0,0,0,132,327,0.5626911314984709,male,1.0,65+,white,6,phd,employed-wages,democrat
SAL_0444,1,1,"Human-AI, personalized",ai,Should the US Keep Using the Electoral College in Presidential Elections?,Con,3,4,3,4,3,-1,1,-1,106,237,0.6160337552742616,male,1.0,45-54,white,5,master,employed-wages,republican
SAL_0445,0,0,Human-Human,ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Pro,2,4,4,2,2,0,0,0,62,167,0.4550898203592814,female,0.0,35-44,asian,4,bachelor,employed-wages,democrat
SAL_0446,0,0,Human-Human,human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,3,3,3,3,3,0,0,0,155,331,0.459214501510574,male,1.0,25-34,white,2,high-school,self-employed,democrat
SAL_0447,1,0,Human-AI,ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Pro,3,5,5,1,1,0,0,0,194,418,0.5167464114832536,male,1.0,18-24,white,5,master,employed-wages,democrat
SAL_0448,1,0,Human-AI,ai,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,1,1,2,5,4,1,1,-1,78,160,0.60625,female,0.0,25-34,asian,5,master,student,democrat
SAL_0449,1,1,"Human-AI, personalized",ai,Should the US Enact More Regulations to Ensure Fair Elections?,Con,2,4,5,4,5,1,1,1,54,123,0.6341463414634146,female,0.0,35-44,latino,2,high-school,self-employed,democrat
SAL_0450,1,0,Human-AI,ai,Should the US Expand (“pack”) the Supreme Court?,Pro,3,1,1,5,5,0,0,0,107,292,0.5205479452054794,female,0.0,65+,asian,6,phd,employed-wages,democrat
SAL_0451,1,0,Human-AI,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,4,1,3,5,3,2,2,-2,94,238,0.6218487394957983,female,0.0,18-24,other,2,high-school,self-employed,independent
SAL_0452,1,0,Human-AI,ai,Should the US Keep Using the Electoral College in Presidential Elections?,Con,4,1,1,1,1,0,0,0,39,121,0.6363636363636364,male,1.0,25-34,white,4,bachelor,self-employed,democrat
SAL_0453,0,0,Human-Human,human,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Pro,5,1,3,5,3,2,2,-2,115,239,0.5690376569037657,male,1.0,65+,white,5,master,retired,republican
SAL_0454,0,0,Human-Human,human,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Con,3,4,5,4,5,1,1,1,54,130,0.6153846153846154,female,0.0,35-44,white,4,bachelor,employed-wages,democrat
SAL_0455,1,0,Human-AI,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,4,2,3,4,3,1,1,-1,61,149,0.6711409395973155,male,1.0,25-34,black,5,master,employed-wages,independent
SAL_0456,1,0,Human-AI,ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Pro,3,2,2,4,4,0,0,0,132,262,0.5190839694656488,female,0.0,25-34,white,2,high-school,employed-wages,other
SAL_0457,1,1,"Human-AI, personalized",ai,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Con,1,5,5,5,5,0,0,0,34,82,0.6097560975609756,female,0.0,18-24,black,4,bachelor,employed-wages,independent
SAL_0458,1,1,"Human-AI, personalized",ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Pro,4,5,5,1,1,0,0,0,59,214,0.6448598130841121,female,0.0,35-44,white,5,master,self-employed,democrat
SAL_0459,0,0,Human-Human,human,Should Public College Be Tuition-Free?,Pro,5,5,5,1,1,0,0,0,90,187,0.6203208556149733,male,1.0,45-54,mixed,3,vocational,unemployed,independent
SAL_0460,0,0,Human-Human,ai,Should Public College Be Tuition-Free?,Con,4,5,3,5,3,-2,2,-2,95,255,0.5529411764705883,female,0.0,65+,white,4,bachelor,retired,democrat
SAL_0461,0,0,Human-Human,ai,Should the US Ban Fossil Fuels to Combat Climate Change?,Pro,4,4,4,2,2,0,0,0,87,232,0.5948275862068966,female,0.0,55-64,black,6,phd,employed-wages,democrat
SAL_0462,0,0,Human-Human,human,Should the US Ban Fossil Fuels to Combat Climate Change?,Con,2,1,3,1,3,2,2,2,81,196,0.6836734693877551,female,0.0,35-44,black,2,high-school,employed-wages,democrat
SAL_0463,1,1,"Human-AI, personalized",human,Should the Rich Pay More Taxes?,Con,4,5,3,5,3,-2,2,-2,133,341,0.5249266862170088,female,0.0,18-24,white,5,master,employed-wages,democrat
SAL_0464,0,0,Human-Human,ai,Should Abortion Be Legal?,Pro,2,4,4,2,2,0,0,0,33,77,0.7012987012987013,male,1.0,45-54,white,5,master,employed-wages,democrat
SAL_0465,0,0,Human-Human,human,Should Abortion Be Legal?,Con,3,3,3,3,3,0,0,0,115,302,0.5562913907284768,male,1.0,45-54,white,2,high-school,employed-wages,independent
SAL_0466,0,0,Human-Human,ai,Is Government Surveillance Necessary for National Security?,Pro,2,3,3,3,3,0,0,0,49,242,0.5454545454545454,male,1.0,35-44,white,2,high-school,unemployed,democrat
SAL_0467,0,0,Human-Human,human,Is Government Surveillance Necessary for National Security?,Con,3,2,1,2,1,-1,1,-1,25,104,0.6057692307692307,female,0.0,55-64,latino,4,bachelor,employed-wages,democrat
SAL_0468,1,1,"Human-AI, personalized",ai,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,3,5,4,1,2,-1,1,1,44,104,0.6634615384615384,male,1.0,25-34,white,4,bachelor,other,independent
SAL_0469,1,1,"Human-AI, personalized",human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,2,4,5,4,5,1,1,1,74,140,0.6642857142857143,female,0.0,65+,white,2,high-school,retired,democrat
SAL_0470,0,0,Human-Human,human,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Pro,3,2,2,4,4,0,0,0,38,111,0.7387387387387387,male,1.0,35-44,white,2,high-school,unemployed,independent
SAL_0471,0,0,Human-Human,human,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Con,2,1,5,1,5,4,4,4,75,168,0.5833333333333334,female,0.0,55-64,white,2,high-school,retired,republican
SAL_0472,1,0,Human-AI,ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Pro,1,4,4,2,2,0,0,0,57,150,0.6466666666666666,male,1.0,45-54,white,4,bachelor,unemployed,democrat
SAL_0473,1,1,"Human-AI, personalized",ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,4,4,2,2,4,-2,2,2,80,157,0.6878980891719745,male,1.0,55-64,white,6,phd,self-employed,democrat
SAL_0474,1,0,Human-AI,ai,Should the Penny Stay in Circulation?,Pro,1,5,5,1,1,0,0,0,100,206,0.6310679611650486,female,0.0,35-44,white,2,high-school,employed-wages,independent
SAL_0475,1,0,Human-AI,ai,Should the US Have Mandatory National Service?,Con,3,2,2,2,2,0,0,0,86,163,0.6196319018404908,male,1.0,55-64,white,6,phd,employed-wages,republican
SAL_0476,0,0,Human-Human,human,Is Arts Education as Important as Science and Math in Schools?,Pro,2,2,1,4,5,-1,1,1,48,130,0.6461538461538462,male,1.0,25-34,asian,5,master,employed-wages,other
SAL_0477,0,0,Human-Human,ai,Is Arts Education as Important as Science and Math in Schools?,Con,3,2,2,2,2,0,0,0,96,180,0.5833333333333334,male,1.0,18-24,white,4,bachelor,unemployed,republican
SAL_0478,0,0,Human-Human,human,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,3,2,3,4,3,1,1,-1,123,363,0.5785123966942148,male,1.0,25-34,white,5,master,employed-wages,democrat
SAL_0479,0,0,Human-Human,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,4,1,1,1,1,0,0,0,83,174,0.632183908045977,female,0.0,45-54,white,2,high-school,employed-wages,democrat
SAL_0480,1,1,"Human-AI, personalized",ai,Should Abortion Be Legal?,Con,5,5,3,5,3,-2,2,-2,159,424,0.5778301886792453,male,1.0,25-34,black,3,vocational,self-employed,independent
SAL_0481,1,1,"Human-AI, personalized",ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,4,2,3,4,3,1,1,-1,158,323,0.47058823529411764,female,0.0,18-24,white,4,bachelor,student,democrat
SAL_0482,0,0,Human-Human,ai,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Pro,3,2,4,4,2,2,2,-2,27,122,0.6311475409836066,male,1.0,25-34,mixed,4,bachelor,employed-wages,democrat
SAL_0483,0,0,Human-Human,human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Con,3,4,4,4,4,0,0,0,71,241,0.5477178423236515,female,0.0,35-44,asian,6,phd,employed-wages,independent
SAL_0484,1,1,"Human-AI, personalized",ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Pro,3,5,2,1,4,-3,3,3,88,223,0.5874439461883408,female,0.0,45-54,white,2,high-school,unemployed,democrat
SAL_0485,1,0,Human-AI,ai,Is Arts Education as Important as Science and Math in Schools?,Con,3,4,3,4,3,-1,1,-1,106,226,0.5486725663716814,male,1.0,25-34,white,4,bachelor,student,democrat
SAL_0486,1,0,Human-AI,ai,Should Abortion Be Legal?,Con,5,3,1,3,1,-2,2,-2,69,184,0.6630434782608695,male,1.0,25-34,mixed,2,high-school,employed-wages,republican
SAL_0487,0,0,Human-Human,human,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Pro,4,3,3,3,3,0,0,0,74,220,0.6272727272727273,male,1.0,25-34,latino,4,bachelor,student,democrat
SAL_0488,0,0,Human-Human,ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Con,2,4,3,4,3,-1,1,-1,118,267,0.5131086142322098,male,1.0,35-44,asian,4,bachelor,self-employed,independent
SAL_0489,1,1,"Human-AI, personalized",ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Con,2,3,3,3,3,0,0,0,173,451,0.4567627494456763,male,1.0,25-34,white,3,vocational,unemployed,democrat
SAL_0490,1,1,"Human-AI, personalized",ai,Should the US Have Mandatory National Service?,Con,2,2,3,2,3,1,1,1,144,370,0.5972972972972973,male,1.0,18-24,white,2,high-school,student,other
SAL_0491,1,0,Human-AI,human,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Pro,4,4,3,2,3,-1,1,1,67,166,0.6566265060240963,female,0.0,25-34,white,3,vocational,unemployed,independent
SAL_0492,1,1,"Human-AI, personalized",human,Should the Rich Pay More Taxes?,Con,5,5,4,5,4,-1,1,-1,40,81,0.7160493827160493,male,1.0,35-44,black,5,master,employed-wages,democrat
SAL_0493,0,0,Human-Human,ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Pro,3,2,3,4,3,1,1,-1,102,248,0.5282258064516129,female,0.0,35-44,mixed,3,vocational,unemployed,independent
SAL_0494,0,0,Human-Human,human,Should there be International Agreements to Enforce Global Climate Change Policies?,Con,1,2,3,2,3,1,1,1,65,152,0.6381578947368421,male,1.0,18-24,native-american,4,bachelor,student,republican
SAL_0495,1,1,"Human-AI, personalized",human,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Con,1,2,3,2,3,1,1,1,130,289,0.5501730103806228,female,0.0,18-24,asian,4,bachelor,student,other
SAL_0496,0,0,Human-Human,ai,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Pro,2,5,5,1,1,0,0,0,61,126,0.6904761904761905,female,0.0,25-34,asian,4,bachelor,employed-wages,democrat
SAL_0497,0,0,Human-Human,human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Con,5,5,4,5,4,-1,1,-1,42,66,0.6515151515151515,male,1.0,45-54,white,4,bachelor,employed-wages,republican
SAL_0498,1,0,Human-AI,ai,Should the US Expand (“pack”) the Supreme Court?,Pro,2,2,2,4,4,0,0,0,39,103,0.6116504854368932,male,1.0,25-34,white,2,high-school,employed-wages,independent
SAL_0499,1,0,Human-AI,ai,Is Arts Education as Important as Science and Math in Schools?,Con,2,4,3,4,3,-1,1,-1,94,147,0.6462585034013606,female,0.0,65+,white,4,bachelor,retired,republican
SAL_0500,1,0,Human-AI,ai,Should the US Have Mandatory National Service?,Con,2,1,1,1,1,0,0,0,122,349,0.4813753581661891,female,0.0,35-44,white,6,phd,self-employed,independent
SAL_0501,0,0,Human-Human,ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Pro,5,5,4,1,2,-1,1,1,132,377,0.5915119363395226,other,0.0,25-34,white,4,bachelor,employed-wages,independent
SAL_0502,0,0,Human-Human,human,Should there be International Agreements to Enforce Global Climate Change Policies?,Con,2,5,1,5,1,-4,4,-4,129,334,0.5419161676646707,male,1.0,25-34,asian,4,bachelor,employed-wages,democrat
SAL_0503,1,0,Human-AI,ai,Should There Be Standardized Testing in Schools?,Con,1,4,3,4,3,-1,1,-1,94,235,0.5361702127659574,male,1.0,18-24,black,2,high-school,self-employed,democrat
SAL_0504,1,0,Human-AI,human,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,2,4,2,2,4,-2,2,2,36,108,0.6018518518518519,female,0.0,65+,black,5,master,employed-wages,republican
SAL_0505,0,0,Human-Human,ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Pro,5,5,5,1,1,0,0,0,139,361,0.5955678670360111,male,1.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0506,0,0,Human-Human,human,Should there be International Agreements to Enforce Global Climate Change Policies?,Con,3,5,4,5,4,-1,1,-1,66,238,0.634453781512605,male,1.0,25-34,white,4,bachelor,self-employed,independent
SAL_0507,0,0,Human-Human,ai,Should the Death Penalty Be Legal?,Pro,4,4,4,2,2,0,0,0,162,417,0.5227817745803357,female,0.0,35-44,black,3,vocational,employed-wages,democrat
SAL_0508,0,0,Human-Human,human,Should the Death Penalty Be Legal?,Con,4,2,2,2,2,0,0,0,146,282,0.5354609929078015,female,0.0,35-44,white,4,bachelor,employed-wages,independent
SAL_0509,1,1,"Human-AI, personalized",ai,Should the US Keep Using the Electoral College in Presidential Elections?,Pro,4,2,2,4,4,0,0,0,102,209,0.569377990430622,female,0.0,18-24,white,4,bachelor,employed-wages,democrat
SAL_0510,1,0,Human-AI,human,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,3,5,5,1,1,0,0,0,72,174,0.6724137931034483,male,1.0,35-44,white,2,high-school,employed-wages,independent
SAL_0511,0,0,Human-Human,human,Is Artificial Intelligence Good for Society?,Pro,4,3,3,3,3,0,0,0,117,375,0.5066666666666667,male,1.0,18-24,mixed,4,bachelor,student,independent
SAL_0512,0,0,Human-Human,human,Is Artificial Intelligence Good for Society?,Con,4,4,4,4,4,0,0,0,85,221,0.5656108597285068,female,0.0,45-54,white,3,vocational,self-employed,republican
SAL_0513,0,0,Human-Human,ai,Is Artificial Intelligence Good for Society?,Pro,4,4,4,2,2,0,0,0,88,192,0.6197916666666666,female,0.0,45-54,black,4,bachelor,employed-wages,independent
SAL_0514,0,0,Human-Human,human,Is Artificial Intelligence Good for Society?,Con,5,4,4,4,4,0,0,0,141,518,0.638996138996139,female,0.0,18-24,asian,4,bachelor,unemployed,democrat
SAL_0515,0,0,Human-Human,human,Should Abortion Be Legal?,Pro,5,4,4,2,2,0,0,0,82,173,0.5953757225433526,female,0.0,18-24,asian,4,bachelor,unemployed,democrat
SAL_0516,0,0,Human-Human,human,Should Abortion Be Legal?,Con,3,4,2,4,2,-2,2,-2,30,114,0.6754385964912281,male,1.0,35-44,black,5,master,employed-wages,republican
SAL_0517,1,0,Human-AI,ai,Should Students Have to Wear School Uniforms?,Con,2,2,3,2,3,1,1,1,107,265,0.5433962264150943,male,1.0,18-24,white,2,high-school,student,independent
SAL_0518,1,0,Human-AI,human,Should Felons Regain the Right to Vote?,Pro,3,1,1,5,5,0,0,0,30,97,0.711340206185567,female,0.0,55-64,white,5,master,employed-wages,democrat
SAL_0519,0,0,Human-Human,human,Should the US Expand (“pack”) the Supreme Court?,Pro,1,3,3,3,3,0,0,0,38,219,0.5799086757990868,female,0.0,25-34,latino,4,bachelor,employed-wages,other
SAL_0520,0,0,Human-Human,human,Should the US Expand (“pack”) the Supreme Court?,Con,1,3,3,3,3,0,0,0,72,158,0.569620253164557,female,0.0,25-34,black,5,master,employed-wages,other
SAL_0521,1,1,"Human-AI, personalized",ai,Should Felons Regain the Right to Vote?,Pro,2,4,4,2,2,0,0,0,73,229,0.537117903930131,female,0.0,55-64,black,2,high-school,employed-wages,democrat
SAL_0522,1,0,Human-AI,ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,1,3,1,3,1,-2,2,-2,76,166,0.5542168674698795,male,1.0,55-64,white,3,vocational,self-employed,democrat
SAL_0523,0,0,Human-Human,ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Pro,3,4,2,2,4,-2,2,2,50,134,0.582089552238806,female,0.0,65+,black,5,master,employed-wages,republican
SAL_0524,0,0,Human-Human,human,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Con,4,2,2,2,2,0,0,0,79,242,0.6157024793388429,male,1.0,35-44,asian,5,master,student,democrat
SAL_0525,1,0,Human-AI,human,Should Felons Regain the Right to Vote?,Con,1,3,3,3,3,0,0,0,87,177,0.615819209039548,female,0.0,25-34,mixed,3,vocational,employed-wages,other
SAL_0526,0,0,Human-Human,human,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,3,2,2,4,4,0,0,0,84,206,0.5922330097087378,female,0.0,18-24,asian,4,bachelor,employed-wages,democrat
SAL_0527,0,0,Human-Human,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,5,4,3,4,3,-1,1,-1,43,137,0.6642335766423357,female,0.0,25-34,asian,5,master,self-employed,independent
SAL_0528,1,0,Human-AI,ai,Should there be Mandatory Quotas for Women in Leadership Positions?,Pro,3,4,4,2,2,0,0,0,96,261,0.5747126436781609,female,0.0,25-34,white,5,master,student,other
SAL_0529,1,0,Human-AI,ai,Should There Be Standardized Testing in Schools?,Con,4,1,1,1,1,0,0,0,78,230,0.5869565217391305,female,0.0,25-34,white,4,bachelor,employed-wages,other
SAL_0530,0,0,Human-Human,ai,Should There Be Standardized Testing in Schools?,Pro,1,1,1,5,5,0,0,0,41,180,0.6055555555555555,female,0.0,35-44,mixed,2,high-school,unemployed,other
SAL_0531,0,0,Human-Human,ai,Should There Be Standardized Testing in Schools?,Con,2,4,2,4,2,-2,2,-2,78,228,0.631578947368421,male,1.0,35-44,asian,6,phd,employed-wages,democrat
SAL_0532,1,1,"Human-AI, personalized",ai,Should Students Have to Wear School Uniforms?,Con,2,1,2,1,2,1,1,1,138,319,0.5109717868338558,female,0.0,25-34,asian,4,bachelor,student,other
