participantId,metadata_participant_id,question_id,question_topic,question_split,candidate_metadata_provenance,candidate_metadata_generative_model_template_name,is_model_mediator,is_human_mediator,is_no_mediator,template_with_critiques,agree_pre,agree_post,belief_change,abs_belief_change,wc_initial,wc_all,view_change,view_movement,own_influence,unwanted_pressure,best_expression
d4684484b6__S173963264,d4684484b6,S173963264,46,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,2.0,-4.0,4.0,84,84,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d4684484b6__S173964718,d4684484b6,S173964718,33,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,4.0,2.0,2.0,109,109,NO,NO_CHANGE,NO,NO,OWN_OPINION
d4684484b6__S173968839,d4684484b6,S173968839,10,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,37,37,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d471d150c3__S173961728,d471d150c3,S173961728,39,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,119,119,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d471d150c3__S173964516,d471d150c3,S173964516,45,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,62,62,NO,NO_CHANGE,NO,NO,OWN_OPINION
d471d150c3__S173968490,d471d150c3,S173968490,89,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,6.0,-1.0,1.0,76,76,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d47750dba3__S173960859,d47750dba3,S173960859,17,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,5.0,-1.0,1.0,90,90,NO,NO_CHANGE,YES,NO,OWN_OPINION
d47750dba3__S173965047,d47750dba3,S173965047,25,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,66,66,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d47750dba3__S173966162,d47750dba3,S173966162,103,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,69,69,NO,NO_CHANGE,NO,NO,OWN_OPINION
d4788afa00__S173967243,d4788afa00,S173967243,98,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,12,12,NO,NO_CHANGE,NO,NO,OWN_OPINION
d4788afa00__S173968798,d4788afa00,S173968798,91,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,1.0,-1.0,1.0,18,18,NO,NO_CHANGE,NO,NO,OWN_OPINION
d4788afa00__S173970307,d4788afa00,S173970307,9,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,2.0,1.0,1.0,32,32,NO,CLOSER_TO_CONSENSUS,NO,NO,OWN_OPINION
d480384069__S173960683,d480384069,S173960683,53,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,43,43,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d480384069__S173961117,d480384069,S173961117,22,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,39,39,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d480384069__S173962084,d480384069,S173962084,27,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,6.0,4.0,4.0,43,43,NO,NO_CHANGE,YES,NO,OWN_OPINION
d485f81216__S173961048,d485f81216,S173961048,64,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,7.0,7.0,0.0,0.0,29,29,NO,NO_CHANGE,NO,NO,OWN_OPINION
d485f81216__S173961214,d485f81216,S173961214,7,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,7.0,6.0,-1.0,1.0,50,50,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
d485f81216__S173969568,d485f81216,S173969568,6,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,7.0,7.0,0.0,0.0,68,68,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d4a5907b36__S173960757,d4a5907b36,S173960757,77,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,7.0,2.0,2.0,97,97,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d4a5907b36__S173961757,d4a5907b36,S173961757,22,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,7.0,3.0,3.0,71,71,NO,NO_CHANGE,YES,NO,OWN_OPINION
d4a5907b36__S173965347,d4a5907b36,S173965347,3,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,1.0,-2.0,2.0,77,77,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d4b3965813__S173969187,d4b3965813,S173969187,27,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,127,127,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
d4b3965813__S173969724,d4b3965813,S173969724,102,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,138,138,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d4ba38236d__S173960743,d4ba38236d,S173960743,32,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,1.0,-1.0,1.0,33,33,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
d4ba38236d__S173963447,d4ba38236d,S173963447,46,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,23,23,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d4ba38236d__S173969927,d4ba38236d,S173969927,26,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,4.0,0.0,0.0,25,25,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d4cf507276__S173969030,d4cf507276,S173969030,79,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,63,63,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d4cf507276__S173969162,d4cf507276,S173969162,20,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,42,42,NO,NO_CHANGE,NO,NO,OWN_OPINION
d4cf507276__S173970496,d4cf507276,S173970496,93,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,60,60,NO,NO_CHANGE,NO,NO,OWN_OPINION
d4d3ce6d87__S173960875,d4d3ce6d87,S173960875,51,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,4.0,0.0,0.0,40,40,NO,NO_CHANGE,NO,NO,OWN_OPINION
d4d3ce6d87__S173966833,d4d3ce6d87,S173966833,45,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,64,64,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d4d3ce6d87__S173966862,d4d3ce6d87,S173966862,12,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,3.0,1.0,1.0,45,45,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d4ec4f5f10__S173962357,d4ec4f5f10,S173962357,29,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,4.0,0.0,0.0,60,60,NO,NO_CHANGE,YES,NO,OWN_OPINION
d4ec4f5f10__S173965139,d4ec4f5f10,S173965139,47,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,1.0,-1.0,1.0,58,58,NO,NO_CHANGE,YES,NO,OWN_OPINION
d4ec4f5f10__S173967132,d4ec4f5f10,S173967132,33,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,67,67,YES,CLOSER_TO_CONSENSUS,NO,NO,OWN_OPINION
d4efcc0115__S173961562,d4efcc0115,S173961562,26,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,73,73,NO,NO_CHANGE,NO,NO,OWN_OPINION
d4efcc0115__S173962335,d4efcc0115,S173962335,10,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,27,27,NO,NO_CHANGE,NO,NO,OWN_OPINION
d4efcc0115__S173965752,d4efcc0115,S173965752,101,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,4.0,1.0,1.0,26,26,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d4f2c07c02__S173961332,d4f2c07c02,S173961332,3,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,105,105,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d4f2c07c02__S173963394,d4f2c07c02,S173963394,28,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,3.0,1.0,1.0,87,87,YES,CLOSER_TO_CONSENSUS,YES,NO,OWN_OPINION
d4f2c07c02__S173967389,d4f2c07c02,S173967389,77,OOD_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,89,89,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d5016b9667__S173961177,d5016b9667,S173961177,38,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,65,65,NO,NO_CHANGE,NO,NO,OWN_OPINION
d5016b9667__S173964541,d5016b9667,S173964541,65,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,77,77,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d5016b9667__S173970680,d5016b9667,S173970680,46,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,102,102,NO,NO_CHANGE,YES,NO,OWN_OPINION
d51d715176__S173962354,d51d715176,S173962354,63,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,48,48,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d51d715176__S173968501,d51d715176,S173968501,13,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,6.0,2.0,2.0,58,58,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d51d715176__S173970434,d51d715176,S173970434,47,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,1.0,-1.0,1.0,53,53,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d525c5fc91__S173965641,d525c5fc91,S173965641,20,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,2.0,-1.0,1.0,71,71,NO,NO_CHANGE,YES,NO,OWN_OPINION
d525c5fc91__S173966294,d525c5fc91,S173966294,11,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,72,72,NO,NO_CHANGE,YES,NO,OWN_OPINION
d525c5fc91__S173969920,d525c5fc91,S173969920,16,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,2.0,-1.0,1.0,151,151,NO,NO_CHANGE,NO,NO,OWN_OPINION
d529a045fb__S173961013,d529a045fb,S173961013,5,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,5.0,3.0,-2.0,2.0,66,66,NO,NO_CHANGE,YES,NO,OWN_OPINION
d529a045fb__S173962604,d529a045fb,S173962604,40,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,3.0,6.0,3.0,3.0,73,73,NO,NO_CHANGE,YES,NO,OWN_OPINION
d529a045fb__S173971039,d529a045fb,S173971039,7,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,2.0,2.0,0.0,0.0,60,60,NO,NO_CHANGE,YES,NO,OWN_OPINION
d52c7f1d04__S173963485,d52c7f1d04,S173963485,29,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,35,35,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
d52c7f1d04__S173964144,d52c7f1d04,S173964144,60,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,6.0,4.0,4.0,43,43,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d52c7f1d04__S173965592,d52c7f1d04,S173965592,47,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,2.0,-1.0,1.0,27,27,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d54060639c__S173964210,d54060639c,S173964210,103,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,6.0,7.0,1.0,1.0,119,119,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d54060639c__S173965945,d54060639c,S173965945,38,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,1.0,1.0,0.0,0.0,128,128,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d54060639c__S173967399,d54060639c,S173967399,68,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,5.0,4.0,-1.0,1.0,75,75,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d546afb175__S173962047,d546afb175,S173962047,69,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,57,57,NO,NO_CHANGE,YES,NO,OWN_OPINION
d546afb175__S173962672,d546afb175,S173962672,64,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,51,51,NO,NO_CHANGE,YES,NO,OWN_OPINION
d546afb175__S173964510,d546afb175,S173964510,88,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,5.0,0.0,0.0,62,62,NO,NO_CHANGE,YES,NO,OWN_OPINION
d5477947ae__S173963793,d5477947ae,S173963793,29,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,41,41,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d5477947ae__S173964249,d5477947ae,S173964249,40,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,49,49,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d5477947ae__S173968078,d5477947ae,S173968078,4,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,46,46,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d54f64d625__S173962369,d54f64d625,S173962369,34,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,6.0,3.0,3.0,75,75,YES,CLOSER_TO_CONSENSUS,YES,YES,FINAL_CONSENSUS
d54f64d625__S173964290,d54f64d625,S173964290,66,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,1.0,-5.0,5.0,98,98,YES,CLOSER_TO_CONSENSUS,YES,YES,FINAL_CONSENSUS
d54f64d625__S173964740,d54f64d625,S173964740,62,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,1.0,-1.0,1.0,80,80,NO,SOME_OTHER_WAY,NO,NO,OWN_OPINION
d55aa61ac6__S173961177,d55aa61ac6,S173961177,38,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,4.0,-1.0,1.0,45,45,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d55aa61ac6__S173964541,d55aa61ac6,S173964541,65,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,39,39,NO,NO_CHANGE,NO,YES,FINAL_CONSENSUS
d55aa61ac6__S173970680,d55aa61ac6,S173970680,46,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,112,112,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d55aafd463__S173965234,d55aafd463,S173965234,15,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,1.0,-4.0,4.0,113,113,NO,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d55aafd463__S173967901,d55aafd463,S173967901,94,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,98,98,NO,NO_CHANGE,NO,NO,OWN_OPINION
d55aafd463__S173968240,d55aafd463,S173968240,31,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,7.0,4.0,4.0,105,105,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d5642df6da__S173967044,d5642df6da,S173967044,60,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,22,22,NO,NO_CHANGE,YES,NO,OWN_OPINION
d5642df6da__S173969730,d5642df6da,S173969730,89,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,5.0,-1.0,1.0,120,120,NO,NO_CHANGE,YES,NO,OWN_OPINION
d5642df6da__S173970156,d5642df6da,S173970156,51,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,75,75,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d564f55d95__S173963286,d564f55d95,S173963286,71,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,2.0,1.0,-1.0,1.0,37,37,NO,NO_CHANGE,YES,NO,OWN_OPINION
d564f55d95__S173964292,d564f55d95,S173964292,103,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,5.0,6.0,1.0,1.0,61,61,NO,NO_CHANGE,YES,NO,OWN_OPINION
d564f55d95__S173969753,d564f55d95,S173969753,67,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,5.0,7.0,2.0,2.0,55,55,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d568a6c4a4__S173963365,d568a6c4a4,S173963365,16,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_NO_CRITIQUES,1,0,0,0,6.0,7.0,1.0,1.0,62,62,NO,NO_CHANGE,NO,NO,OWN_OPINION
d568a6c4a4__S173966108,d568a6c4a4,S173966108,104,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,4.0,1.0,-3.0,3.0,60,60,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d568a6c4a4__S173968855,d568a6c4a4,S173968855,45,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,1.0,-4.0,4.0,59,59,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d56af7253a__S173966310,d56af7253a,S173966310,51,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,45,45,YES,CLOSER_TO_CONSENSUS,NO,YES,FINAL_CONSENSUS
d56af7253a__S173968045,d56af7253a,S173968045,46,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,50,50,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d56af7253a__S173969643,d56af7253a,S173969643,50,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,6.0,-1.0,1.0,75,75,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d58525d30a__S173963004,d58525d30a,S173963004,94,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,7.0,6.0,-1.0,1.0,131,131,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d58525d30a__S173963465,d58525d30a,S173963465,83,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,6.0,5.0,-1.0,1.0,155,155,YES,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d58525d30a__S173965459,d58525d30a,S173965459,38,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,7.0,7.0,0.0,0.0,92,92,NO,NO_CHANGE,NO,NO,OWN_OPINION
d58525d30a__S173965483,d58525d30a,S173965483,100,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,2.0,2.0,0.0,0.0,106,106,NO,NO_CHANGE,YES,NO,OWN_OPINION
d587f35945__S173962509,d587f35945,S173962509,39,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,3.0,1.0,-2.0,2.0,130,130,NO,SOME_OTHER_WAY,NO,YES,OWN_OPINION
d587f35945__S173963596,d587f35945,S173963596,99,IID_TEST,HUMAN_MEDIATOR,,0,1,0,0,3.0,5.0,2.0,2.0,90,90,NO,NO_CHANGE,NO,YES,OWN_OPINION
d587f35945__S173963801,d587f35945,S173963801,87,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,5.0,5.0,0.0,0.0,37,37,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d587f35945__S173970006,d587f35945,S173970006,29,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,5.0,5.0,0.0,0.0,67,67,NO,CLOSER_TO_CONSENSUS,YES,YES,FINAL_CONSENSUS
d58be53877__S173965234,d58be53877,S173965234,15,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,2.0,2.0,0.0,0.0,90,90,YES,CLOSER_TO_CONSENSUS,YES,NO,OWN_OPINION
d58be53877__S173967901,d58be53877,S173967901,94,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,2.0,-1.0,1.0,98,98,NO,NO_CHANGE,YES,YES,OWN_OPINION
d58be53877__S173968240,d58be53877,S173968240,31,TRAIN,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,6.0,1.0,1.0,84,84,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d59113ebf6__S173964785,d59113ebf6,S173964785,96,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,5.0,7.0,2.0,2.0,33,33,YES,CLOSER_TO_CONSENSUS,YES,YES,OWN_OPINION
d59113ebf6__S173965224,d59113ebf6,S173965224,69,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,3.0,6.0,3.0,3.0,22,22,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
d59113ebf6__S173968279,d59113ebf6,S173968279,59,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,6.0,0.0,0.0,48,48,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d5975c53de__S173960548,d5975c53de,S173960548,62,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,1.0,1.0,0.0,0.0,57,57,NO,NO_CHANGE,NO,NO,FINAL_CONSENSUS
d5975c53de__S173960640,d5975c53de,S173960640,65,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,6.0,6.0,0.0,0.0,38,38,NO,CLOSER_TO_CONSENSUS,YES,NO,FINAL_CONSENSUS
d5975c53de__S173968442,d5975c53de,S173968442,11,IID_TEST,HUMAN_CITIZEN,,0,0,1,0,5.0,6.0,1.0,1.0,40,40,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d599c6e83c__S173961061,d599c6e83c,S173961061,101,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,5.0,6.0,1.0,1.0,92,92,NO,NO_CHANGE,YES,NO,OWN_OPINION
d599c6e83c__S173963257,d599c6e83c,S173963257,71,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,6.0,6.0,0.0,0.0,68,68,NO,NO_CHANGE,YES,NO,OWN_OPINION
d599c6e83c__S173967778,d599c6e83c,S173967778,4,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,5.0,5.0,0.0,0.0,88,88,NO,NO_CHANGE,YES,NO,OWN_OPINION
d599c6e83c__S173969496,d599c6e83c,S173969496,45,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,4.0,5.0,1.0,1.0,61,61,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d5a3d9a114__S173962561,d5a3d9a114,S173962561,94,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,7.0,7.0,0.0,0.0,78,78,NO,NO_CHANGE,YES,NO,OWN_OPINION
d5a3d9a114__S173965442,d5a3d9a114,S173965442,2,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,6.0,7.0,1.0,1.0,40,40,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d5a3d9a114__S173971024,d5a3d9a114,S173971024,67,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP,1,0,0,1,1.0,1.0,0.0,0.0,40,40,NO,NO_CHANGE,YES,NO,FINAL_CONSENSUS
d5a8e4b53f__S173964626,d5a8e4b53f,S173964626,68,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,2.0,2.0,0.0,0.0,107,107,NO,NO_CHANGE,NO,NO,OWN_OPINION
d5a8e4b53f__S173968646,d5a8e4b53f,S173968646,89,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,4.0,3.0,-1.0,1.0,79,79,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d5a8e4b53f__S173969554,d5a8e4b53f,S173969554,87,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,6.0,2.0,-4.0,4.0,61,61,YES,CLOSER_TO_CONSENSUS,NO,NO,FINAL_CONSENSUS
d5a8e4b53f__S173970680,d5a8e4b53f,S173970680,46,IID_TEST,MODEL_MEDIATOR,PARTICIPANT_GROUP_ZERO_SHOT_SINGLE_QUESTION,1,0,0,0,7.0,7.0,0.0,0.0,103,103,NO,NO_CHANGE,NO,NO,OWN_OPINION
